status	priority	category	file	blocks	parity_severity	parity_flags	correct_longest_rate	correct_most_technical_rate	readability_severity	readability_flags	manual_scope	validation	notes
pending	P1	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/design-typeahead-interview.json	30	CRITICAL	29	0.267	0.900	MEDIUM	10	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/ai-agents-interview.json	28	CRITICAL	28	1.000	1.000	LOW	1	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/ai-observability-interview.json	28	CRITICAL	28	1.000	1.000	MEDIUM	12	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/code-agents-interview.json	31	CRITICAL	28	0.581	0.774	MEDIUM	16	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/llm-integration-patterns-interview.json	28	CRITICAL	28	1.000	1.000	LOW	2	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/mlops-interview.json	28	CRITICAL	28	1.000	1.000	MEDIUM	6	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/model-serving-interview.json	28	CRITICAL	28	1.000	1.000	MEDIUM	4	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/prompt-engineering-interview.json	28	CRITICAL	28	1.000	0.929	LOW	3	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/vector-databases-interview.json	28	CRITICAL	28	1.000	1.000	MEDIUM	11	full-file manual review		
pending	P1	algorithms	modules/quiz-app/src/main/resources/seed/mcq/algorithms/algorithmic-paradigms/greedy-algorithms-interview.json	28	CRITICAL	28	1.000	0.893	LOW	3	full-file manual review		
pending	P1	algorithms	modules/quiz-app/src/main/resources/seed/mcq/algorithms/data-structures/tries-interview.json	28	CRITICAL	28	1.000	1.000	NONE	0	full-file manual review		
pending	P1	architecture	modules/quiz-app/src/main/resources/seed/mcq/architecture/dns-interview.json	30	CRITICAL	28	0.933	0.800	LOW	4	full-file manual review		
pending	P1	cloud	modules/quiz-app/src/main/resources/seed/mcq/cloud/serverless-interview.json	28	CRITICAL	28	1.000	0.964	MEDIUM	4	full-file manual review		
pending	P1	data-engineering	modules/quiz-app/src/main/resources/seed/mcq/data-engineering/data-lake-lakehouse-interview.json	28	CRITICAL	28	1.000	1.000	MEDIUM	5	full-file manual review		
pending	P1	data-engineering	modules/quiz-app/src/main/resources/seed/mcq/data-engineering/dbt-interview.json	28	CRITICAL	28	1.000	1.000	MEDIUM	3	full-file manual review		
pending	P1	data-engineering	modules/quiz-app/src/main/resources/seed/mcq/data-engineering/kafka-streams-interview.json	28	CRITICAL	28	1.000	1.000	LOW	3	full-file manual review		
pending	P1	data-engineering	modules/quiz-app/src/main/resources/seed/mcq/data-engineering/stream-processing-interview.json	28	CRITICAL	28	1.000	0.964	MEDIUM	6	full-file manual review		
pending	P1	databases	modules/quiz-app/src/main/resources/seed/mcq/databases/clickhouse-interview.json	28	CRITICAL	28	1.000	1.000	NONE	0	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/jvm-alternatives/vertx-interview.json	31	CRITICAL	28	0.516	0.839	MEDIUM	1	full-file manual review		
pending	P1	monitoring	modules/quiz-app/src/main/resources/seed/mcq/monitoring/opentelemetry-interview.json	28	CRITICAL	28	1.000	1.000	MEDIUM	4	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/go/go-testing-interview.json	28	CRITICAL	28	1.000	0.964	NONE	0	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/java/java-mapstruct-interview.json	28	CRITICAL	28	1.000	0.964	NONE	0	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/java/java-string-interview.json	39	CRITICAL	28	0.692	0.641	LOW	1	full-file manual review		
pending	P1	reactive	modules/quiz-app/src/main/resources/seed/mcq/reactive/reactive-testing-interview.json	28	CRITICAL	28	1.000	0.821	NONE	0	full-file manual review		
pending	P1	reactive	modules/quiz-app/src/main/resources/seed/mcq/reactive/webflux-interview.json	28	CRITICAL	28	1.000	1.000	LOW	1	full-file manual review		
pending	P1	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/design-google-maps-interview.json	30	CRITICAL	28	0.700	0.867	MEDIUM	20	full-file manual review		
pending	P1	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/design-parking-lot-oo-interview.json	28	CRITICAL	28	1.000	1.000	MEDIUM	11	full-file manual review		
pending	P1	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/design-youtube-interview.json	28	CRITICAL	28	1.000	1.000	MEDIUM	19	full-file manual review		
pending	P1	algorithms	modules/quiz-app/src/main/resources/seed/mcq/algorithms/algorithmic-paradigms/backtracking-interview.json	27	CRITICAL	27	1.000	0.889	LOW	2	full-file manual review		
pending	P1	algorithms	modules/quiz-app/src/main/resources/seed/mcq/algorithms/algorithmic-paradigms/divide-and-conquer-interview.json	27	CRITICAL	27	1.000	1.000	MEDIUM	6	full-file manual review		
pending	P1	algorithms	modules/quiz-app/src/main/resources/seed/mcq/algorithms/algorithmic-paradigms/recursion-interview.json	27	CRITICAL	27	1.000	0.852	MEDIUM	1	full-file manual review		
pending	P1	code-quality	modules/quiz-app/src/main/resources/seed/mcq/code-quality/clean-code-practices-interview.json	27	CRITICAL	27	1.000	1.000	LOW	5	full-file manual review		
pending	P1	code-quality	modules/quiz-app/src/main/resources/seed/mcq/code-quality/code-smells-interview.json	27	CRITICAL	27	1.000	0.741	LOW	1	full-file manual review		
pending	P1	performance	modules/quiz-app/src/main/resources/seed/mcq/performance/database-performance-interview.json	27	CRITICAL	27	0.926	1.000	NONE	0	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/go/go-memory-gc-interview.json	27	CRITICAL	27	1.000	1.000	MEDIUM	6	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/go/go-modules-interview.json	27	CRITICAL	27	1.000	0.889	NONE	0	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/java/java-initialization-interview.json	27	CRITICAL	27	1.000	0.963	MEDIUM	4	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/java/java-lombok-interview.json	27	CRITICAL	27	1.000	0.889	NONE	0	full-file manual review		
pending	P1	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/design-instagram-interview.json	27	CRITICAL	27	1.000	1.000	MEDIUM	12	full-file manual review		
pending	P1	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/design-twitter-interview.json	27	CRITICAL	27	1.000	1.000	MEDIUM	13	full-file manual review		
pending	P1	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/function-calling-interview.json	30	CRITICAL	26	0.633	0.933	LOW	3	full-file manual review		
pending	P1	code-quality	modules/quiz-app/src/main/resources/seed/mcq/code-quality/static-analysis-interview.json	26	CRITICAL	26	1.000	1.000	LOW	1	full-file manual review		
pending	P1	data-engineering	modules/quiz-app/src/main/resources/seed/mcq/data-engineering/apache-airflow-interview.json	28	CRITICAL	26	0.821	0.964	LOW	1	full-file manual review		
pending	P1	devops	modules/quiz-app/src/main/resources/seed/mcq/devops/istio-service-mesh-interview.json	26	CRITICAL	26	1.000	1.000	MEDIUM	4	full-file manual review		
pending	P1	devops	modules/quiz-app/src/main/resources/seed/mcq/devops/vault-interview.json	26	CRITICAL	26	1.000	0.962	NONE	0	full-file manual review		
pending	P1	messaging	modules/quiz-app/src/main/resources/seed/mcq/messaging/message-brokers-comparison-interview.json	26	CRITICAL	26	1.000	1.000	MEDIUM	3	full-file manual review		
pending	P1	monitoring	modules/quiz-app/src/main/resources/seed/mcq/monitoring/elk-stack-interview.json	26	CRITICAL	26	1.000	1.000	MEDIUM	6	full-file manual review		
pending	P1	monitoring	modules/quiz-app/src/main/resources/seed/mcq/monitoring/loki-grafana-interview.json	28	CRITICAL	26	0.429	0.857	MEDIUM	2	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/go/go-generics-interview.json	26	CRITICAL	26	1.000	0.962	LOW	1	full-file manual review		
pending	P1	reactive	modules/quiz-app/src/main/resources/seed/mcq/reactive/reactive-patterns-interview.json	26	CRITICAL	26	1.000	0.923	LOW	2	full-file manual review		
pending	P1	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/design-elevator-oo-interview.json	26	CRITICAL	26	1.000	1.000	MEDIUM	10	full-file manual review		
pending	P1	algorithms	modules/quiz-app/src/main/resources/seed/mcq/algorithms/data-structures/stacks-queues-interview.json	25	CRITICAL	25	1.000	1.000	LOW	1	full-file manual review		
pending	P1	architecture	modules/quiz-app/src/main/resources/seed/mcq/architecture/reverse-proxy-interview.json	30	CRITICAL	25	0.467	0.800	MEDIUM	3	full-file manual review		
pending	P1	code-quality	modules/quiz-app/src/main/resources/seed/mcq/code-quality/code-coverage-interview.json	25	CRITICAL	25	1.000	0.920	MEDIUM	1	full-file manual review		
pending	P1	devops	modules/quiz-app/src/main/resources/seed/mcq/devops/ansible-interview.json	25	CRITICAL	25	1.000	1.000	MEDIUM	4	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/jvm-alternatives/micronaut-interview.json	26	CRITICAL	25	1.000	0.962	MEDIUM	2	full-file manual review		
pending	P1	architecture	modules/quiz-app/src/main/resources/seed/mcq/architecture/latency-numbers-interview.json	24	CRITICAL	24	1.000	1.000	MEDIUM	3	full-file manual review		
pending	P1	databases	modules/quiz-app/src/main/resources/seed/mcq/databases/cockroachdb-interview.json	24	CRITICAL	24	1.000	1.000	LOW	7	full-file manual review		
pending	P1	devops	modules/quiz-app/src/main/resources/seed/mcq/devops/consul-interview.json	24	CRITICAL	24	1.000	1.000	MEDIUM	1	full-file manual review		
pending	P1	messaging	modules/quiz-app/src/main/resources/seed/mcq/messaging/nats-interview.json	24	CRITICAL	24	1.000	1.000	MEDIUM	2	full-file manual review		
pending	P1	performance	modules/quiz-app/src/main/resources/seed/mcq/performance/network-performance-interview.json	24	CRITICAL	24	1.000	1.000	MEDIUM	7	full-file manual review		
pending	P1	security	modules/quiz-app/src/main/resources/seed/mcq/security/supply-chain-security-interview.json	24	CRITICAL	24	1.000	0.958	LOW	2	full-file manual review		
pending	P1	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/design-vending-machine-oo-interview.json	24	CRITICAL	24	1.000	1.000	MEDIUM	11	full-file manual review		
pending	P1	cloud	modules/quiz-app/src/main/resources/seed/mcq/cloud/azure-interview.json	25	CRITICAL	23	0.400	0.960	MEDIUM	4	full-file manual review		
pending	P1	databases	modules/quiz-app/src/main/resources/seed/mcq/databases/scylladb-interview.json	23	CRITICAL	23	1.000	1.000	LOW	4	full-file manual review		
pending	P1	monitoring	modules/quiz-app/src/main/resources/seed/mcq/monitoring/jaeger-zipkin-interview.json	23	CRITICAL	23	1.000	0.957	MEDIUM	2	full-file manual review		
pending	P1	performance	modules/quiz-app/src/main/resources/seed/mcq/performance/caching-performance-interview.json	23	CRITICAL	23	1.000	1.000	MEDIUM	5	full-file manual review		
pending	P1	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/design-web-crawler-interview.json	26	CRITICAL	23	0.923	1.000	MEDIUM	5	full-file manual review		
pending	P1	behavioral	modules/quiz-app/src/main/resources/seed/mcq/behavioral/conflict-stories-interview.json	22	CRITICAL	22	1.000	1.000	LOW	8	full-file manual review		
pending	P1	behavioral	modules/quiz-app/src/main/resources/seed/mcq/behavioral/culture-fit-interview.json	22	CRITICAL	22	1.000	0.909	LOW	1	full-file manual review		
pending	P1	behavioral	modules/quiz-app/src/main/resources/seed/mcq/behavioral/failure-stories-interview.json	22	CRITICAL	22	1.000	0.864	HIGH	12	full-file manual review		
pending	P1	behavioral	modules/quiz-app/src/main/resources/seed/mcq/behavioral/leadership-stories-interview.json	22	CRITICAL	22	1.000	1.000	LOW	8	full-file manual review		
pending	P1	behavioral	modules/quiz-app/src/main/resources/seed/mcq/behavioral/star-method-interview.json	22	CRITICAL	22	1.000	0.955	LOW	5	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-aop-interview.json	22	CRITICAL	22	1.000	0.955	MEDIUM	3	full-file manual review		
pending	P1	leadership	modules/quiz-app/src/main/resources/seed/mcq/leadership/technical-decisions-interview.json	22	CRITICAL	22	1.000	0.864	MEDIUM	12	full-file manual review		
pending	P1	messaging	modules/quiz-app/src/main/resources/seed/mcq/messaging/aws-sqs-sns-interview.json	22	CRITICAL	22	1.000	1.000	LOW	2	full-file manual review		
pending	P1	messaging	modules/quiz-app/src/main/resources/seed/mcq/messaging/pulsar-interview.json	22	CRITICAL	22	1.000	1.000	LOW	3	full-file manual review		
pending	P1	security	modules/quiz-app/src/main/resources/seed/mcq/security/secrets-management-interview.json	22	CRITICAL	22	1.000	1.000	LOW	2	full-file manual review		
pending	P1	testing	modules/quiz-app/src/main/resources/seed/mcq/testing/load-testing-interview.json	22	CRITICAL	22	1.000	1.000	MEDIUM	6	full-file manual review		
pending	P1	cloud	modules/quiz-app/src/main/resources/seed/mcq/cloud/gcp-interview.json	28	CRITICAL	21	0.357	0.893	LOW	1	full-file manual review		
pending	P1	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/design-chat-system-interview.json	21	CRITICAL	21	1.000	1.000	MEDIUM	6	full-file manual review		
pending	P1	testing	modules/quiz-app/src/main/resources/seed/mcq/testing/property-based-testing-interview.json	21	CRITICAL	21	1.000	0.905	LOW	1	full-file manual review		
pending	P1	api	modules/quiz-app/src/main/resources/seed/mcq/api/api-versioning-interview.json	20	CRITICAL	20	1.000	0.850	LOW	2	full-file manual review		
pending	P1	devops	modules/quiz-app/src/main/resources/seed/mcq/devops/linkerd-interview.json	20	CRITICAL	20	1.000	1.000	LOW	2	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/resilience4j-interview.json	20	CRITICAL	20	1.000	1.000	NONE	0	full-file manual review		
pending	P1	leadership	modules/quiz-app/src/main/resources/seed/mcq/leadership/conflict-resolution-interview.json	20	CRITICAL	20	1.000	0.950	NONE	0	full-file manual review		
pending	P1	leadership	modules/quiz-app/src/main/resources/seed/mcq/leadership/estimations-planning-interview.json	20	CRITICAL	20	1.000	0.950	NONE	0	full-file manual review		
pending	P1	monitoring	modules/quiz-app/src/main/resources/seed/mcq/monitoring/micrometer-interview.json	20	CRITICAL	20	1.000	1.000	NONE	0	full-file manual review		
pending	P1	security	modules/quiz-app/src/main/resources/seed/mcq/security/mtls-interview.json	20	CRITICAL	20	1.000	1.000	LOW	3	full-file manual review		
pending	P1	testing	modules/quiz-app/src/main/resources/seed/mcq/testing/mutation-testing-interview.json	20	CRITICAL	20	1.000	1.000	MEDIUM	6	full-file manual review		
pending	P1	leadership	modules/quiz-app/src/main/resources/seed/mcq/leadership/tech-interviewing-interview.json	20	CRITICAL	19	1.000	0.850	LOW	1	full-file manual review		
pending	P1	security	modules/quiz-app/src/main/resources/seed/mcq/security/zero-trust-interview.json	19	CRITICAL	19	1.000	1.000	LOW	4	full-file manual review		
pending	P1	architecture	modules/quiz-app/src/main/resources/seed/mcq/architecture/edge-computing-interview.json	18	CRITICAL	18	1.000	1.000	LOW	2	full-file manual review		
pending	P1	architecture	modules/quiz-app/src/main/resources/seed/mcq/architecture/strangler-fig-interview.json	18	CRITICAL	18	1.000	0.667	LOW	5	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-cache-interview.json	18	CRITICAL	18	1.000	0.889	LOW	2	full-file manual review		
pending	P1	messaging	modules/quiz-app/src/main/resources/seed/mcq/messaging/redpanda-interview.json	20	CRITICAL	18	0.900	0.800	LOW	1	full-file manual review		
pending	P1	api	modules/quiz-app/src/main/resources/seed/mcq/api/rest-maturity-interview.json	17	CRITICAL	17	1.000	0.882	LOW	4	full-file manual review		
pending	P1	architecture	modules/quiz-app/src/main/resources/seed/mcq/architecture/bff-pattern-interview.json	17	CRITICAL	17	1.000	1.000	LOW	3	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-retry-interview.json	17	CRITICAL	17	1.000	1.000	MEDIUM	2	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/kotlin/kotlin-flow-interview.json	17	CRITICAL	17	1.000	0.941	LOW	2	full-file manual review		
pending	P1	algorithms	modules/quiz-app/src/main/resources/seed/mcq/algorithms/algorithms-interview.json	16	CRITICAL	16	1.000	0.938	MEDIUM	5	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-ai-interview.json	18	CRITICAL	16	0.889	0.944	NONE	0	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-data-jdbc-interview.json	16	CRITICAL	16	1.000	1.000	NONE	0	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-events-interview.json	16	CRITICAL	16	1.000	0.938	NONE	0	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-scheduling-interview.json	16	CRITICAL	16	1.000	0.938	LOW	1	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-testing-interview.json	16	CRITICAL	16	0.938	0.938	NONE	0	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-validation-interview.json	16	CRITICAL	16	1.000	1.000	NONE	0	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/java/java-reflection-interview.json	16	CRITICAL	16	1.000	1.000	LOW	1	full-file manual review		
pending	P1	databases	modules/quiz-app/src/main/resources/seed/mcq/databases/hibernate-caching-interview.json	15	CRITICAL	15	1.000	1.000	NONE	0	full-file manual review		
pending	P1	databases	modules/quiz-app/src/main/resources/seed/mcq/databases/hibernate-jpql-criteria-interview.json	16	CRITICAL	15	0.875	0.750	NONE	0	full-file manual review		
pending	P1	databases	modules/quiz-app/src/main/resources/seed/mcq/databases/hibernate-relationships-interview.json	15	CRITICAL	15	1.000	1.000	LOW	2	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-async-interview.json	15	CRITICAL	15	1.000	0.933	NONE	0	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-boot-3-migration-interview.json	15	CRITICAL	15	1.000	1.000	LOW	2	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-graphql-interview.json	15	CRITICAL	15	1.000	1.000	NONE	0	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-integration-interview.json	15	CRITICAL	15	1.000	1.000	NONE	0	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-kafka-interview.json	15	CRITICAL	15	1.000	1.000	NONE	0	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-messaging-interview.json	15	CRITICAL	15	1.000	1.000	LOW	1	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-modulith-interview.json	15	CRITICAL	15	1.000	1.000	NONE	0	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-r2dbc-interview.json	15	CRITICAL	15	1.000	1.000	NONE	0	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-session-interview.json	15	CRITICAL	15	1.000	0.933	NONE	0	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-state-machine-interview.json	15	CRITICAL	15	1.000	1.000	LOW	1	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-transaction-interview.json	15	CRITICAL	15	1.000	1.000	LOW	1	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-vault-interview.json	15	CRITICAL	15	1.000	0.933	NONE	0	full-file manual review		
pending	P1	jvm	modules/quiz-app/src/main/resources/seed/mcq/jvm/graalvm-native-interview.json	15	CRITICAL	15	1.000	1.000	NONE	0	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/java/java-optional-interview.json	15	CRITICAL	15	1.000	1.000	LOW	1	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/java/java-pattern-matching-interview.json	15	CRITICAL	15	1.000	0.800	LOW	1	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/java/java-records-interview.json	15	CRITICAL	15	1.000	0.933	LOW	1	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/java/java-virtual-threads-interview.json	15	CRITICAL	15	1.000	1.000	NONE	0	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/kotlin/kotlin-sealed-classes-interview.json	15	CRITICAL	15	1.000	0.667	NONE	0	full-file manual review		
pending	P1	testing	modules/quiz-app/src/main/resources/seed/mcq/testing/junit-interview.json	15	CRITICAL	15	1.000	1.000	LOW	3	full-file manual review		
pending	P1	testing	modules/quiz-app/src/main/resources/seed/mcq/testing/rest-assured-interview.json	15	CRITICAL	15	1.000	1.000	LOW	2	full-file manual review		
pending	P1	testing	modules/quiz-app/src/main/resources/seed/mcq/testing/selenium-interview.json	15	CRITICAL	15	1.000	1.000	LOW	4	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/java/java-functional-interface-interview.json	14	CRITICAL	14	1.000	1.000	LOW	2	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/kotlin/kotlin-value-classes-interview.json	15	CRITICAL	14	0.933	0.733	MEDIUM	3	full-file manual review		
pending	P1	frameworks	modules/quiz-app/src/main/resources/seed/mcq/frameworks/spring/spring-rest-client-interview.json	13	CRITICAL	13	1.000	0.923	LOW	2	full-file manual review		
pending	P1	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/kotlin/kotlin-spring-interview.json	15	CRITICAL	13	1.000	0.800	LOW	1	full-file manual review		
pending	P2	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/rag-interview.json	30	HIGH	29	0.333	0.933	MEDIUM	5	full-file manual review		
pending	P2	system-design	modules/quiz-app/src/main/resources/seed/mcq/system-design/design-ecommerce-delivery-interview.json	36	HIGH	29	0.778	0.750	LOW	1	full-file manual review		
pending	P2	cloud	modules/quiz-app/src/main/resources/seed/mcq/cloud/aws-lambda-interview.json	32	HIGH	28	0.375	0.781	MEDIUM	4	full-file manual review		
pending	P2	code-quality	modules/quiz-app/src/main/resources/seed/mcq/code-quality/refactoring-patterns-interview.json	42	HIGH	26	0.333	0.500	MEDIUM	6	full-file manual review		
pending	P2	devops	modules/quiz-app/src/main/resources/seed/mcq/devops/kubernetes-interview.json	45	HIGH	26	0.556	0.667	MEDIUM	3	full-file manual review		
pending	P2	data-engineering	modules/quiz-app/src/main/resources/seed/mcq/data-engineering/data-warehousing-interview.json	30	HIGH	23	0.333	0.633	MEDIUM	3	full-file manual review		
pending	P2	cloud	modules/quiz-app/src/main/resources/seed/mcq/cloud/cloud-native-patterns-interview.json	30	HIGH	21	0.533	0.567	MEDIUM	6	full-file manual review		
pending	P2	leadership	modules/quiz-app/src/main/resources/seed/mcq/leadership/mentoring-interview.json	25	HIGH	17	0.320	0.840	MEDIUM	20	full-file manual review		
pending	P2	messaging	modules/quiz-app/src/main/resources/seed/mcq/messaging/kafka-interview.json	50	HIGH	11	0.700	0.620	NONE	0	full-file manual review		
pending	P2	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/java/java-completable-future-interview.json	15	HIGH	11	0.800	0.333	MEDIUM	3	full-file manual review		
pending	P2	testing	modules/quiz-app/src/main/resources/seed/mcq/testing/cucumber-bdd-interview.json	15	HIGH	1	0.333	0.733	MEDIUM	1	full-file manual review		
pending	P3	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/java/java-22-25-interview.json	22	MEDIUM	7	0.455	0.409	NONE	0	full-file manual review		
pending	P3	jvm	modules/quiz-app/src/main/resources/seed/mcq/jvm/crac-interview.json	16	MEDIUM	4	0.375	0.625	NONE	0	full-file manual review		
pending	P3	ai-ml	modules/quiz-app/src/main/resources/seed/mcq/ai-ml/langchain4j-interview.json	18	MEDIUM	3	0.278	0.556	MEDIUM	1	full-file manual review		
pending	P3	databases	modules/quiz-app/src/main/resources/seed/mcq/databases/jooq-interview.json	18	MEDIUM	2	0.333	0.778	NONE	0	full-file manual review		
pending	P3	testing	modules/quiz-app/src/main/resources/seed/mcq/testing/archunit-interview.json	15	MEDIUM	1	0.200	0.867	NONE	0	full-file manual review		
pending	P3	messaging	modules/quiz-app/src/main/resources/seed/mcq/messaging/apache-camel-interview.json	16	LOW	1	0.125	0.750	NONE	0	full-file manual review		
pending	P3	messaging	modules/quiz-app/src/main/resources/seed/mcq/messaging/jms-activemq-interview.json	16	LOW	1	0.188	0.875	NONE	0	full-file manual review		
pending	P4	performance	modules/quiz-app/src/main/resources/seed/mcq/performance/jmh-microbenchmarking-interview.json	18	NONE	0	0.222	0.778	NONE	0	full-file manual review		
pending	P4	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/kotlin/kotlin-testing-interview.json	20	NONE	0	0.350	0.850	NONE	0	full-file manual review		
pending	P4	programming-languages	modules/quiz-app/src/main/resources/seed/mcq/programming-languages/scala/scala-effects-interview.json	16	NONE	0	0.250	0.875	NONE	0	full-file manual review		
