file,scope,A1_dupcorrect,A2_xlinks,A3_parity,A4_balance,A5_sections,B6_freshness,B7_code,C9_load,notes
architecture/scalability-patterns-interview,Q40,PASS,PASS,,,PASS,OK,OK,,
architecture/scalability-patterns-interview,Q41,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,FILE,,PASS,PASS,A8+B8+C7+D7,,OK,OK,LOAD-OK,
architecture/service-discovery-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q5,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q11,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q16,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q19,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q20,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q21,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q22,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q23,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q24,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q25,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q26,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q27,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q28,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q29,PASS,PASS,,,PASS,OK,OK,,
architecture/service-discovery-interview,Q30,PASS,PASS,,,PASS,OK,OK,,
architecture/strangler-fig-interview,FILE,,PASS,PASS,A5+B5+C4+D4,,OK,OK,LOAD-OK,
architecture/strangler-fig-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
architecture/strangler-fig-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
architecture/strangler-fig-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
architecture/strangler-fig-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
architecture/strangler-fig-interview,Q5,PASS,PASS,,,PASS,OK,OK,,
architecture/strangler-fig-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
architecture/strangler-fig-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
architecture/strangler-fig-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
architecture/strangler-fig-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
architecture/strangler-fig-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
architecture/strangler-fig-interview,Q11,PASS,PASS,,,PASS,OK,OK,,
architecture/strangler-fig-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
architecture/strangler-fig-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
architecture/strangler-fig-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
architecture/strangler-fig-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
architecture/strangler-fig-interview,Q16,PASS,PASS,,,PASS,OK,OK,,
architecture/strangler-fig-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
architecture/strangler-fig-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,FILE,,PASS,PASS,A16+B7+C8+D7,,OK,OK,LOAD-OK,
behavioral/behavioral-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q5,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q11,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q16,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q19,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q20,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q21,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q22,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q23,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q24,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q25,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q26,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q27,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q28,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q29,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q30,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q31,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q32,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q33,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q34,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q35,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q36,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q37,PASS,PASS,,,PASS,OK,OK,,
behavioral/behavioral-interview,Q38,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,FILE,,PASS,PASS,A6+B6+C5+D5,,OK,OK,LOAD-OK,
behavioral/conflict-stories-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,Q5,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,Q11,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,Q16,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,Q19,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,Q20,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,Q21,PASS,PASS,,,PASS,OK,OK,,
behavioral/conflict-stories-interview,Q22,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,FILE,,PASS,PASS,A6+B6+C5+D5,,OK,OK,LOAD-OK,
behavioral/culture-fit-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,Q5,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,Q11,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,Q16,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,Q19,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,Q20,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,Q21,PASS,PASS,,,PASS,OK,OK,,
behavioral/culture-fit-interview,Q22,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,FILE,,PASS,PASS,A6+B6+C5+D5,,OK,OK,LOAD-OK,
behavioral/failure-stories-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,Q5,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,Q11,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,Q16,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,Q19,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,Q20,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,Q21,PASS,PASS,,,PASS,OK,OK,,
behavioral/failure-stories-interview,Q22,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,FILE,,PASS,PASS,A6+B6+C5+D5,,OK,OK,LOAD-OK,
behavioral/leadership-stories-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,Q5,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,Q11,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,Q16,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,Q19,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,Q20,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,Q21,PASS,PASS,,,PASS,OK,OK,,
behavioral/leadership-stories-interview,Q22,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,FILE,,PASS,PASS,A6+B6+C5+D5,,OK,OK,LOAD-OK,
behavioral/star-method-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,Q5,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,Q11,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,Q16,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,Q19,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,Q20,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,Q21,PASS,PASS,,,PASS,OK,OK,,
behavioral/star-method-interview,Q22,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,FILE,,PASS,PASS,A10+B10+C10+D9,,OK,OK,LOAD-OK,
cicd/deployment-strategies-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q5,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q11,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q16,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q19,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q20,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q21,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q22,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q23,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q24,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q25,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q26,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q27,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q28,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q29,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q30,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q31,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q32,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q33,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q34,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q35,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q36,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q37,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q38,PASS,PASS,,,PASS,OK,OK,,
cicd/deployment-strategies-interview,Q39,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,FILE,,PASS,PASS,A10+B10+C9+D9,,OK,OK,LOAD-OK,
cicd/pipeline-design-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q5,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q11,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q16,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q19,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q20,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q21,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q22,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q23,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q24,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q25,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q26,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q27,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q28,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q29,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q30,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q31,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q32,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q33,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q34,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q35,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q36,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q37,PASS,PASS,,,PASS,OK,OK,,
cicd/pipeline-design-interview,Q38,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,FILE,,BROKEN 1,PASS,A9+B9+C8+D8,,OK,OK,LOAD-OK,md-bad-links: aws-basics(no-file)
cloud/aws-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q5,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q11,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q16,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q19,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q20,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q21,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q22,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q23,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q24,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q25,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q26,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q27,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q28,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q29,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q30,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q31,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q32,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q33,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-interview,Q34,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,FILE,,PASS,PASS,A8+B8+C8+D8,,OK,OK,LOAD-OK,
cloud/aws-lambda-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q5,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q11,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q16,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q19,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q20,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q21,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q22,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q23,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q24,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q25,PASS,PASS,,,PASS,OK,OK,,
cloud/aws-lambda-interview,Q26,PASS,PASS,,,PASS,OK,OK,,
